ID Obra,Ano Início Obra,Data Início,Ano Fim Obra,Data Fim,UF,Município,Latitude,Longitude,Execução Física,Execução Financeira,Investimento Total,Modalidade,Tipo de Instrumento,Tipo,Subtipo,CNPJ Executor,Funcional Programática,Emenda,Plurianual Prioritário,PróBrasil,Restos a Pagar,Valor Conclusão,Valor Empenhado,Valor Repasse,Valor Desembolsado,Motivo Paralisação,Causa Paralisação,Justificativa Tratativa,Data Previsão Retomada,Data Criação,Data Atualização
803624,2014,2014-12-30 00:00:00,2017,2017-12-19 00:00:00,CE,TABULEIRO DO NORTE/CE,-5.244086,-38.128461,-,-,404519.99,-,-,-,-,-,-,-,-,-,-,0,0,0,0.0,-,-,-,-,-,-
803697,2014,2014-12-30 00:00:00,2017,2017-12-19 00:00:00,CE,REDENCAO/CE,-4.224398,-38.727846,-,-,500000.0,-,-,-,-,-,-,-,-,-,-,0,0,0,0.0,-,-,-,-,-,-
804029,2014,2014-12-09 00:00:00,2017,2017-11-28 00:00:00,CE,IBARETAMA/CE,-4.819434,-38.820848,-,-,250000.0,-,-,-,-,-,-,-,-,-,-,0,0,0,0.0,-,-,-,-,-,-
804123,2014,2014-08-26 00:00:00,2017,2017-08-15 00:00:00,CE,CAMOCIM/CE,-2.900992,-40.842739,-,-,304300.0,-,-,-,-,-,-,-,-,-,-,0,0,0,0.0,-,-,-,-,-,-
804242,2014,2014-09-09 00:00:00,2017,2017-08-29 00:00:00,CE,MIRAIMA/CE,-3.568674,-39.966267,-,-,493594.0,-,-,-,-,-,-,-,-,-,-,0,0,0,0.0,-,-,-,-,-,-
804243,2014,2014-08-11 00:00:00,2017,2017-07-31 00:00:00,CE,MIRAIMA/CE,-3.568674,-39.966267,-,-,295596.0,-,-,-,-,-,-,-,-,-,-,0,0,0,0.0,-,-,-,-,-,-
804247,2014,2014-07-14 00:00:00,2017,2017-07-03 00:00:00,CE,JAGUARETAMA/CE,-5.609242,-38.763008,-,-,295596.0,-,-,-,-,-,-,-,-,-,-,0,0,0,0.0,-,-,-,-,-,-
805255,2014,2014-07-28 00:00:00,2017,2017-07-17 00:00:00,CE,FORQUILHA/CE,-3.799447,-40.263405,-,-,246341.7,-,-,-,-,-,-,-,-,-,-,0,0,0,0.0,-,-,-,-,-,-
805282,2015,2015-03-11 00:00:00,2018,2018-02-28 00:00:00,CE,AMONTADA/CE,-3.363459,-39.828479,-,-,295596.0,-,-,-,-,-,-,-,-,-,-,0,0,0,0.0,-,-,-,-,-,-
805999,2014,2014-07-15 00:00:00,2018,2018-07-04 00:00:00,CE,MARACANAU/CE,-3.877944,-38.62477,-,-,1184201.47,-,-,-,-,-,-,-,-,-,-,0,0,0,0.0,-,-,-,-,-,-
806002,2014,2014-07-15 00:00:00,2018,2018-07-04 00:00:00,CE,MARACANAU/CE,-3.877944,-38.62477,-,-,1161856.54,-,-,-,-,-,-,-,-,-,-,0,0,0,0.0,-,-,-,-,-,-
806314,2014,2014-09-08 00:00:00,2017,2017-08-28 00:00:00,CE,FORTALEZA/CE,-3.730451,-38.521799,-,-,554855.0,-,-,-,-,-,-,-,-,-,-,0,0,0,0.0,-,-,-,-,-,-
806394,2014,2014-12-08 00:00:00,2017,2017-11-27 00:00:00,CE,GROAIRAS/CE,-3.915777,-40.385509,-,-,493601.0,-,-,-,-,-,-,-,-,-,-,0,0,0,0.0,-,-,-,-,-,-
809095,2014,2014-11-14 00:00:00,2018,2018-03-30 00:00:00,CE,INDEPENDENCIA/CE,-5.395854,-40.31089,-,-,665290.69,-,-,-,-,-,-,-,-,-,-,0,0,0,0.0,-,-,-,-,-,-
809184,2014,2014-07-22 00:00:00,2016,2016-07-22 00:00:00,CE,ICO/CE,-6.400399,-38.857595,-,-,705000.0,-,-,-,-,-,-,-,-,-,-,0,0,0,0.0,-,-,-,-,-,-
809288,2014,2014-11-21 00:00:00,2018,2018-11-10 00:00:00,CE,MARCO/CE,-3.122194,-40.151458,-,-,522817.25,-,-,-,-,-,-,-,-,-,-,0,0,0,0.0,-,-,-,-,-,-
809453,2014,2014-09-15 00:00:00,2017,2017-09-04 00:00:00,CE,IRACEMA/CE,-5.810622,-38.302829,-,-,972472.05,-,-,-,-,-,-,-,-,-,-,0,0,0,0.0,-,-,-,-,-,-
809559,2014,2014-11-20 00:00:00,2017,2017-11-09 00:00:00,CE,MULUNGU/CE,-4.305233,-38.995779,-,-,452650.0,-,-,-,-,-,-,-,-,-,-,0,0,0,0.0,-,-,-,-,-,-
809748,2014,2014-09-03 00:00:00,2017,2017-08-23 00:00:00,CE,MONSENHOR TABOSA/CE,-4.787951,-40.063949,-,-,503200.0,-,-,-,-,-,-,-,-,-,-,0,0,0,0.0,-,-,-,-,-,-
811849,2015,2015-09-02 00:00:00,2018,2018-08-22 00:00:00,CE,EUSEBIO/CE,-3.888984,-38.454659,-,-,176797.0,-,-,-,-,-,-,-,-,-,-,0,0,0,0.0,-,-,-,-,-,-
814674,2014,2014-12-30 00:00:00,2018,2018-06-30 00:00:00,CE,BEBERIBE/CE,-4.181047,-38.12981,-,-,349741.42,-,-,-,-,-,-,-,-,-,-,0,0,0,0.0,-,-,-,-,-,-
819490,2015,2015-12-30 00:00:00,2018,2018-12-19 00:00:00,CE,UMIRIM/CE,-3.677774,-39.348725,-,-,691600.0,-,-,-,-,-,-,-,-,-,-,0,0,0,0.0,-,-,-,-,-,-
819544,2015,2015-12-31 00:00:00,2018,2018-12-20 00:00:00,CE,INDEPENDENCIA/CE,-5.395854,-40.31089,-,-,246500.0,-,-,-,-,-,-,-,-,-,-,0,0,0,0.0,-,-,-,-,-,-
819988,2015,2015-12-08 00:00:00,2018,2018-11-27 00:00:00,CE,ARACATI/CE,-4.558259,-37.767894,-,-,295892.0,-,-,-,-,-,-,-,-,-,-,0,0,0,0.0,-,-,-,-,-,-
820029,2015,2015-12-30 00:00:00,2018,2018-12-19 00:00:00,CE,MASSAPE/CE,-3.523906,-40.342311,-,-,491499.45,-,-,-,-,-,-,-,-,-,-,0,0,0,0.0,-,-,-,-,-,-
