ID Obra,Ano Início Obra,Data Início,Ano Fim Obra,Data Fim,UF,Município,Latitude,Longitude,Execução Física,Execução Financeira,Investimento Total,Modalidade,Tipo de Instrumento,Tipo,Subtipo,CNPJ Executor,Funcional Programática,Emenda,Plurianual Prioritário,PróBrasil,Restos a Pagar,Valor Conclusão,Valor Empenhado,Valor Repasse,Valor Desembolsado,Motivo Paralisação,Causa Paralisação,Justificativa Tratativa,Data Previsão Retomada,Data Criação,Data Atualização
301941,2009,2009-09-17 00:00:00,2011,2011-03-17 00:00:00,CE,VARZEA ALEGRE/CE,-6.793609,-39.298933,1.0,-,0.0,Aplicações Diretas,-,-,-,7954514000125,12.365.PGPP.0000.0001,Não Possui,0,Não,Não,0,5346817.28,6943809.73,0.0,-,-,-,-,28/01/2023,09/02/2023
301942,2009,2009-09-09 00:00:00,2011,2011-03-25 00:00:00,CE,JUAZEIRO DO NORTE/CE,-7.215345,-39.315334,1.0,-,0.0,Aplicações Diretas,-,-,-,7954514000125,12.365.PGPP.0000.0001,Não Possui,0,Não,Não,0,6180273.89,8083234.35,0.0,-,-,-,-,28/01/2023,09/02/2023
301943,2009,2009-09-17 00:00:00,2011,2011-03-25 00:00:00,CE,MARACANAU/CE,-3.877944,-38.62477,1.0,-,0.0,Aplicações Diretas,-,-,-,7954514000125,12.365.PGPP.0000.0001,Não Possui,0,Não,Não,0,5487939.96,7187710.13,0.0,-,-,-,-,28/01/2023,09/02/2023
301944,2009,2009-09-15 00:00:00,2011,2011-02-13 00:00:00,CE,MASSAPE/CE,-3.523906,-40.342311,1.0,-,0.0,Aplicações Diretas,-,-,-,7954514000125,12.365.PGPP.0000.0001,Não Possui,0,Não,Não,0,5677705.33,7136718.77,0.0,-,-,-,-,28/01/2023,09/02/2023
301945,2011,2011-02-03 00:00:00,2013,2013-12-26 00:00:00,CE,MAURITI/CE,-7.387009,-38.773775,1.0,-,0.0,Aplicações Diretas,-,-,-,7954514000125,12.365.PGPP.0000.0001,Não Possui,0,Não,Não,0,5645954.71,7057801.76,0.0,-,-,-,-,28/01/2023,09/02/2023
301946,2009,2009-09-25 00:00:00,2011,2011-04-06 00:00:00,CE,QUIXERAMOBIM/CE,-5.198355,-39.295557,1.0,-,0.0,Aplicações Diretas,-,-,-,7954514000125,12.365.PGPP.0000.0001,Não Possui,0,Não,Não,0,5130075.0,6662341.89,0.0,-,-,-,-,28/01/2023,09/02/2023
301987,2010,2010-02-02 00:00:00,2010,2010-07-27 00:00:00,CE,ACOPIARA/CE,-6.093646,-39.45432,0.9500000000000002,-,0.0,Aplicações Diretas,-,-,-,7954514000125,12.365.PGPP.0000.0001,Não Possui,0,Não,Não,0,608767.95,608767.95,0.0,-,-,-,-,28/01/2023,09/02/2023
302021,2010,2010-02-02 00:00:00,2011,2011-04-10 00:00:00,CE,SANTA QUITERIA/CE,-4.333655,-40.154491,1.0,-,0.0,Aplicações Diretas,-,-,-,7954514000125,12.365.PGPP.0000.0001,Não Possui,0,Não,Não,0,305000.0,408017.95,0.0,-,-,-,-,28/01/2023,09/02/2023
302022,2011,2011-08-30 00:00:00,2014,2014-04-17 00:00:00,CE,SOBRAL/CE,-3.687914,-40.345637,1.0,-,0.0,Aplicações Diretas,-,-,-,7954514000125,12.365.PGPP.0000.0001,Não Possui,0,Não,Não,0,2804202.91,5326062.86,0.0,-,-,-,-,28/01/2023,09/02/2023
302023,2010,2010-02-04 00:00:00,2010,2010-11-09 00:00:00,CE,TABULEIRO DO NORTE/CE,-5.244086,-38.128461,1.0,-,0.0,Aplicações Diretas,-,-,-,7954514000125,12.365.PGPP.0000.0001,Não Possui,0,Não,Não,0,415759.61,415759.61,0.0,-,-,-,-,28/01/2023,09/02/2023
302024,2009,2009-09-17 00:00:00,2010,2010-11-25 00:00:00,CE,TAMBORIL/CE,-4.833007,-40.321032,1.0,-,0.0,Aplicações Diretas,-,-,-,7954514000125,12.365.PGPP.0000.0001,Não Possui,0,Não,Não,0,5689430.79,7127056.13,0.0,-,-,-,-,28/01/2023,09/02/2023
302025,2009,2009-09-17 00:00:00,2011,2011-03-25 00:00:00,CE,TAUA/CE,-6.003137,-40.294727,1.0,-,0.0,Aplicações Diretas,-,-,-,7954514000125,12.365.PGPP.0000.0001,Não Possui,0,Não,Não,0,5586885.11,5586885.11,0.0,-,-,-,-,28/01/2023,09/02/2023
302026,2009,2009-09-09 00:00:00,2010,2010-10-26 00:00:00,CE,TIANGUA/CE,-3.730733,-41.000402,1.0,-,0.0,Aplicações Diretas,-,-,-,7954514000125,12.365.PGPP.0000.0001,Não Possui,0,Não,Não,0,5556382.39,7021296.36,0.0,-,-,-,-,28/01/2023,09/02/2023
302027,2009,2009-09-17 00:00:00,2011,2011-04-11 00:00:00,CE,TRAIRI/CE,-3.277749,-39.268068,1.0,-,0.0,Aplicações Diretas,-,-,-,7954514000125,12.365.PGPP.0000.0001,Não Possui,0,Não,Não,0,5784432.92,6978497.73,0.0,-,-,-,-,28/01/2023,09/02/2023
